QKEY,INTERVIEW_START_W106,INTERVIEW_END_W106,DEVICE_TYPE_W106,LANG_W106,XATTEND_W106,XPRAY_W106,XHOLYBOOK_W106,XASIAN_W106,LIFE2_W106,FTRPER_a_W106,FTRPER_b_W106,FTRGENS_a_W106,FTRGENS_b_W106,FTRGENS_c_W106,CLMSRS1_W106,CLIM1A_W106,ENV6MOD_a_W106,ENV6MOD_b_W106,ENV6MOD_c_W106,ENV6MOD_d_W106,ENV6MOD_e_W106,ENV6MOD_f_W106,SVENERGY_W106,SVREASON_W106,RELPER_W106,SPIRPER_W106,GOD_W106,GODBIBLE_W106,HGHPWR_W106,MISSINGGOD_W106,TYPEGOD_W106,SPECIES_W106,SACREDEARTH1_W106,SACREDEARTH2_a_W106,SACREDEARTH2_b_W106,SACREDEARTH2_c_W106,SACREDEARTH2_d_W106,HUMNTR_a_W106,HUMNTR_b_W106,READBIB_W106,PERSDEC_W106,PERSOE_1_W106,PERSOE_2_W106,PERSOE_3_W106,LITERAL_W106,PRAYFOR_a_W106,PRAYFOR_b_W106,PRAYFOR_c_W106,PRAYFOR_d_W106,PRAYFOR_e_W106,PRAYFOR_f_W106,ENDTIMES_W106,JCRTRNA_W106,JCRTRNCB_W106,JCRTRNC_W106,MEANINGMOD_a_W106,MEANINGMOD_b_W106,MEANINGMOD_c_W106,MEANINGMOD_d_W106,MEANINGMOD_e_W106,MEANINGMOD_f_W106,CONCLM_a_W106,CONCLM_b_W106,CONCLM_c_W106,CONCLMINV_a_W106,CONCLMINV_b_W106,CONCLMINV_c_W106,CONNRGY_a_W106,CONNRGY_b_W106,CONNRGY_c_W106,SERMONCLM_W106,CLRGYCLM_a_W106,CLRGYCLM_b_W106,CLRGYCLM_c_W106,CLRGYCLM_d_W106,MORALISSUE_d_W106,MORALISSUE_e_W106,MORALISSUE_f_W106,MORALISSUE_g_W106,CLMSRS2_a_W106,CLMSRS2_b_W106,CLMSRS2_c_W106,CLMSRS2_d_W106,CLMSRS2_e_W106,GOVWRRY_a_W106,GOVWRRY_b_W106,GOVWRRY_c_W106,CLMWRRY_a_W106,CLMWRRY_b_W106,CLMWRRY_c_W106,CLMWRRY_d_W106,USWRRY_a_W106,USWRRY_b_W106,CLMPOSS_W106,CLMPRI_W106,TALKCLM_a_W106,TALKCLM_b_W106,TALKCLM_c_W106,TALKCLM_d_W106,TALKCLMVAL_a_W106,TALKCLMVAL_b_W106,TALKCLMVAL_c_W106,TALKCLMVAL_d_W106,ENV27MOD_a_W106,ENV27MOD_b_W106,ENV27MOD_d_W106,ENV27MOD_e_W106,ATTACK_WORRY_W106,ATTACK_WORRY2_W106,ASIANDISC3_W106,ASIANDISCJOB_W106,ASIANDISC4_W106,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W106
201501641428,2022-04-12T14:47:33Z,2022-04-12T15:00:53Z,2,1,2,1,4,2,3,4,4,2,4,4,4,3,1,2,2,2,1,1,4,NA,3,1,1,2,NA,NA,2,1,2,NA,NA,NA,NA,2,3,7,2,NA,NA,NA,3,1,1,1,1,2,2,2,2,NA,NA,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,5,2,1,3,1,1,1,4,4,4,4,3,4,NA,99,4,4,NA,4,2,1,NA,2,5,4,5,5,5,NA,99,5,NA,1,1,1,4,2,1,6,2,NA,1,1,1,1,1,1,12,NA,3,6,4,1,1,1,9,1,2,1,99,3,0.2617926368194684
201501641816,2022-04-15T03:24:02Z,2022-04-15T03:38:36Z,2,1,2,1,1,2,1,3,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,1,1,2,NA,NA,2,1,1,3,1,1,2,2,1,6,2,NA,NA,NA,3,2,1,1,2,2,2,2,1,4,3,2,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,3,4,2,1,2,1,2,4,3,2,3,4,4,NA,4,1,2,NA,2,3,1,3,4,4,2,1,5,NA,1,3,5,1,1,2,4,1,1,1,1,3,1,1,6,1,2,1,5,3,2,2,4,2,1,5,1,2,1,1.836159876052932
201501642191,2022-04-12T21:00:56Z,2022-04-12T21:06:53Z,2,1,2,2,4,2,3,5,2,4,3,3,3,8,2,2,2,2,2,2,3,1,4,4,2,NA,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,5,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,2,4,3,4,3,4,3,2,4,NA,4,5,5,NA,5,4,4,NA,4,5,3,5,5,5,NA,2,5,NA,1,4,8,2,1,2,3,1,1,1,1,3,1,1,6,9,NA,3,6,3,1,1,2,8,3,3,1,2,2,2.0823220743654716
201501642238,2022-04-13T20:09:14Z,2022-04-13T20:20:41Z,2,1,2,1,1,2,2,2,5,2,2,2,1,1,2,2,2,1,2,2,3,1,2,2,1,1,NA,NA,1,1,1,2,2,1,1,2,1,7,1,99,NA,NA,2,1,1,2,2,1,2,2,1,4,3,4,4,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,3,4,3,4,2,4,3,4,2,1,3,4,4,NA,4,1,1,NA,2,2,1,2,2,5,NA,1,5,NA,1,1,1,3,1,3,2,2,NA,1,4,4,1,1,6,2,2,2,5,2,NA,2,4,5,1,4,2,2,2,3.163700167114393
201501642779,2022-04-12T20:35:02Z,2022-04-12T20:55:03Z,2,1,2,2,4,2,1,3,2,4,1,2,1,1,1,1,1,1,1,1,2,3,4,2,2,NA,2,NA,3,2,1,5,1,1,1,NA,NA,7,1,20,1,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,3,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,4,5,1,2,1,1,1,4,1,1,3,3,1,NA,1,1,1,NA,1,5,1,3,5,5,NA,1,5,NA,1,4,9,2,1,1,6,2,NA,1,1,1,1,1,1,11,NA,4,6,2,NA,2,4,5,1,4,1,2,2,0.8935287774316363
201501643163,2022-04-12T17:07:01Z,2022-04-12T17:11:17Z,1,1,2,1,4,1,1,2,1,1,2,1,3,2,2,2,2,2,2,2,5,NA,3,3,1,2,NA,NA,2,2,1,2,2,2,1,2,2,2,2,NA,NA,NA,3,2,2,2,2,2,2,2,2,NA,NA,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,4,4,4,5,5,5,5,3,3,3,4,5,5,NA,5,4,4,NA,4,5,5,5,5,3,2,3,3,2,1,4,8,3,1,1,6,2,NA,3,3,5,1,4,1,8,NA,4,4,1,NA,1,2,9,1,3,1,2,3,0.4305775876274114
201501644026,2022-04-12T19:24:53Z,2022-04-12T19:31:22Z,2,1,1,1,1,2,1,2,2,3,3,3,3,2,2,2,2,2,2,2,3,1,2,2,1,1,NA,NA,1,1,2,NA,NA,NA,NA,1,2,6,2,NA,NA,NA,1,2,1,2,2,2,2,2,1,4,1,3,5,4,4,4,4,3,3,3,NA,NA,NA,3,3,3,5,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,4,4,4,4,5,5,5,5,5,NA,4,6,NA,1,3,5,2,2,1,6,2,NA,1,1,1,1,1,1,1,1,1,3,1,NA,1,1,9,1,2,1,2,3,0.5175250425144593
201501644034,2022-04-12T14:35:06Z,2022-04-12T14:47:16Z,2,1,2,1,1,2,2,4,3,2,3,3,3,2,1,2,2,2,1,2,4,NA,2,2,1,1,NA,NA,1,1,1,2,1,1,2,2,2,6,2,NA,NA,NA,1,2,1,2,1,2,2,2,1,3,3,2,4,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,1,2,2,2,3,3,3,1,4,3,4,4,3,NA,4,1,1,NA,1,4,5,5,2,4,2,3,5,NA,2,2,4,3,1,2,3,2,NA,1,1,1,1,1,1,1,1,1,4,1,NA,1,1,9,1,2,1,2,3,0.6732917416465598
201501644301,2022-04-13T23:11:13Z,2022-04-13T23:28:50Z,2,1,2,2,4,2,3,3,3,3,2,3,1,1,1,1,2,1,2,1,2,3,4,3,2,NA,1,NA,2,2,1,5,1,1,1,5,5,6,1,25,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,4,4,2,1,1,1,1,5,2,2,3,1,1,NA,1,2,1,NA,1,3,1,3,3,4,2,1,6,NA,1,4,8,2,1,1,6,2,NA,1,1,1,1,1,2,12,NA,3,5,3,2,2,3,1,3,3,2,1,1,2.4472999168790786
201501644438,2022-04-12T20:00:57Z,2022-04-14T15:12:33Z,1,1,2,2,4,2,1,3,3,4,3,3,2,1,1,2,2,1,2,1,3,3,4,4,2,NA,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1,1,3,5,5,5,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,3,3,3,4,5,4,5,5,5,1,3,5,5,NA,5,4,4,NA,4,5,1,5,5,5,NA,4,6,NA,1,1,2,2,1,1,6,2,NA,2,1,1,2,4,3,9,NA,3,6,4,1,1,2,4,NA,3,1,2,2,2.615526939906049
201501644831,2022-04-15T11:17:08Z,2022-04-15T11:27:28Z,2,1,1,1,1,2,1,4,2,3,2,3,4,3,1,1,2,1,2,1,1,3,2,1,1,1,NA,NA,1,1,1,1,2,2,2,4,2,3,99,NA,NA,NA,1,1,1,1,2,1,1,2,1,4,1,2,4,2,2,1,3,1,1,1,1,1,2,1,2,1,5,NA,NA,NA,NA,3,3,3,2,99,99,99,99,99,1,1,1,4,4,4,4,1,5,NA,4,5,5,5,5,1,1,1,4,5,4,5,99,5,NA,1,5,NA,1,3,5,2,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,4,99,9,9,5,1,1,2,1,2,1.5628389973583303
201501644858,2022-04-12T17:03:52Z,2022-04-12T17:20:08Z,2,1,1,1,1,2,1,3,3,3,4,3,5,3,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,1,1,2,NA,NA,NA,NA,1,5,1,1,30,24,NA,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,NA,NA,NA,NA,2,3,3,2,5,1,5,5,1,1,1,4,3,3,1,4,1,5,NA,NA,4,4,5,4,3,3,3,3,4,3,5,4,5,NA,2,5,NA,1,3,5,4,2,2,4,2,NA,1,1,1,1,1,5,1,2,1,1,1,NA,1,1,1,1,2,1,1,1,0.323338615577126
201501644990,2022-04-12T22:17:59Z,2022-04-12T22:49:57Z,2,1,2,1,1,2,1,3,2,1,3,4,4,2,1,1,1,1,1,1,4,NA,2,1,1,99,NA,NA,1,2,1,1,5,4,3,3,4,4,2,NA,NA,NA,3,1,1,1,2,2,1,2,99,NA,NA,2,5,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,4,3,2,1,1,2,1,3,1,2,2,1,5,3,2,5,5,NA,5,1,2,NA,1,5,4,5,5,4,2,4,6,NA,1,4,9,2,1,2,3,2,NA,1,1,1,1,1,1,1,1,1,4,3,1,1,2,8,1,3,1,2,2,1.4030242760028178
201501646838,2022-04-16T14:18:11Z,2022-04-16T14:42:07Z,2,1,1,1,1,2,1,2,3,3,3,2,2,8,1,2,2,2,2,2,2,3,2,3,1,1,NA,NA,1,1,1,1,5,5,5,2,2,3,2,NA,NA,NA,2,1,1,1,1,2,1,1,1,3,3,1,1,1,2,1,2,1,3,1,1,NA,2,1,2,1,4,4,5,5,2,3,3,3,2,NA,NA,NA,NA,NA,2,2,3,3,2,1,2,3,4,NA,3,3,3,4,4,1,2,4,5,5,2,3,3,5,NA,1,6,NA,1,1,1,4,2,1,5,2,NA,1,1,1,1,1,3,2,2,2,1,3,2,2,3,3,1,3,2,1,2,0.37296804566442937
201501647619,2022-04-12T19:39:18Z,2022-04-12T19:50:30Z,1,1,1,1,1,2,1,2,3,1,2,2,5,2,2,2,2,2,2,2,3,3,4,1,1,1,NA,NA,1,2,2,NA,NA,NA,NA,1,1,2,1,99,NA,NA,1,1,1,1,1,2,1,1,1,3,1,1,2,3,2,1,2,1,1,1,2,2,2,3,2,3,5,NA,NA,NA,NA,3,3,3,2,2,1,3,2,1,1,2,1,4,2,1,4,1,3,2,NA,5,4,5,6,4,2,4,5,5,4,5,2,5,NA,1,5,NA,1,3,5,4,2,1,5,2,NA,1,2,2,1,1,1,1,1,1,2,1,NA,1,1,3,1,2,2,1,2,0.9938299033848306
201501647627,2022-04-12T15:07:55Z,2022-04-12T15:23:58Z,2,1,2,1,1,2,3,2,4,4,3,2,3,1,1,1,2,1,2,1,2,3,3,1,1,1,NA,NA,1,2,1,1,1,1,1,2,1,3,1,1,3,NA,2,1,1,1,1,1,1,2,1,3,3,2,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,2,1,1,1,4,1,3,3,2,NA,3,2,1,NA,2,4,3,4,3,3,2,3,5,NA,1,3,5,3,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,4,3,2,2,3,9,1,3,1,1,3,0.35782800116208635
201501648255,2022-04-12T15:15:15Z,2022-04-12T15:22:06Z,2,1,2,2,4,2,3,4,2,3,1,1,1,1,2,2,2,2,1,2,1,3,4,4,2,NA,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,4,5,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,2,3,1,2,1,1,1,3,1,2,3,3,2,NA,6,3,3,NA,5,4,1,3,5,3,2,1,5,NA,2,3,5,3,1,3,2,2,NA,1,1,1,1,1,1,9,NA,3,6,3,2,2,3,4,1,3,1,2,2,1.0721177870545786
201501648401,2022-04-12T20:35:23Z,2022-04-12T20:40:02Z,2,1,2,2,4,2,2,5,2,3,4,3,3,2,1,2,2,2,2,1,1,3,4,4,2,NA,2,NA,3,2,1,5,5,4,4,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,5,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,2,3,2,1,2,1,1,3,3,3,3,5,5,NA,5,4,4,NA,4,4,4,4,5,4,2,3,6,NA,1,1,2,2,1,1,5,2,NA,1,1,1,1,1,1,12,NA,3,6,1,NA,1,1,9,1,2,1,2,2,0.3904142464008104
201501649465,2022-04-12T19:14:30Z,2022-04-12T19:16:20Z,2,1,1,1,1,2,1,5,1,1,3,3,3,3,1,2,2,1,2,2,4,NA,3,3,2,NA,2,NA,3,1,2,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,2,2,2,1,1,2,2,2,3,NA,NA,2,2,4,1,1,1,1,1,2,2,1,NA,2,2,1,2,2,1,3,2,2,2,2,3,NA,NA,NA,NA,NA,2,3,1,3,2,1,2,2,3,NA,1,2,3,3,4,3,3,3,3,1,2,2,2,2,1,1,4,NA,1,3,5,1,2,3,1,1,3,1,1,3,1,1,2,2,2,2,2,1,NA,1,2,2,1,5,4,1,1,8.452072979501306
201501649475,2022-04-12T15:22:55Z,2022-04-12T15:29:47Z,2,1,2,2,1,2,3,3,3,2,2,2,4,2,1,2,2,2,1,1,3,3,3,3,1,2,NA,NA,2,1,2,NA,NA,NA,NA,1,3,6,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,5,2,2,1,2,3,3,4,4,4,4,1,4,3,2,4,4,NA,4,3,2,NA,3,4,3,4,5,3,2,1,4,NA,1,1,1,4,1,1,5,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,1,8,1,2,2,2,2,0.39179078659835764
201501649817,2022-04-13T01:53:25Z,2022-04-13T02:06:00Z,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,3,2,2,1,1,NA,NA,1,1,1,1,1,1,3,1,1,3,1,20,NA,NA,1,1,1,1,2,1,1,1,1,3,2,2,2,3,3,2,3,1,3,3,2,NA,NA,1,2,1,4,2,3,2,2,3,3,3,2,NA,NA,NA,NA,NA,3,3,3,4,2,2,2,2,2,2,1,4,3,4,3,2,2,2,2,2,2,3,3,3,1,1,2,NA,1,2,3,3,1,3,2,2,NA,1,2,2,1,1,3,1,1,1,3,2,NA,2,3,1,1,3,1,1,1,2.6496644656942716
201501650065,2022-04-14T21:18:58Z,2022-04-14T23:26:02Z,1,1,2,1,4,1,1,3,2,4,1,2,1,1,1,2,2,2,1,1,2,3,3,2,2,NA,1,NA,2,2,1,5,1,1,1,5,1,7,2,NA,NA,NA,3,1,1,1,2,1,2,1,3,NA,NA,4,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,5,5,4,2,1,1,1,5,2,2,3,3,2,NA,3,1,2,NA,2,3,1,3,5,3,2,1,3,1,1,1,1,1,2,1,5,2,NA,4,3,5,1,4,6,8,NA,4,5,2,NA,2,4,9,1,4,1,1,3,0.5137412078049186
201501650723,2022-04-14T12:45:23Z,2022-04-14T12:57:15Z,2,1,2,2,4,2,3,3,3,3,3,3,3,8,1,2,1,2,1,1,4,NA,4,4,1,2,NA,NA,2,2,1,5,3,2,3,5,4,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,2,4,4,3,3,3,4,4,4,NA,3,4,4,NA,4,4,1,NA,4,3,2,3,5,4,2,3,2,NA,1,2,3,4,2,2,3,2,NA,1,1,1,1,1,4,12,NA,3,6,2,NA,2,4,3,1,4,2,1,2,0.829321016231094
201501650728,2022-04-12T14:56:33Z,2022-04-12T15:09:53Z,1,1,2,1,1,2,2,4,2,3,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,2,NA,NA,2,2,1,2,2,2,2,2,1,6,1,99,NA,NA,2,2,1,2,2,2,2,2,2,NA,NA,4,2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,1,3,2,3,1,1,1,4,4,2,3,2,2,NA,4,1,1,NA,4,3,2,3,3,4,2,1,5,NA,1,2,4,3,1,2,3,2,NA,1,1,1,1,1,1,1,2,1,4,3,1,1,1,99,1,2,2,2,99,0.5356266869247366
201501651127,2022-04-12T20:54:17Z,2022-04-12T21:02:41Z,2,1,2,2,4,2,1,2,1,1,2,1,5,3,1,2,1,1,2,1,2,3,4,4,2,NA,2,NA,3,2,1,5,1,1,1,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,2,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,5,5,3,2,1,1,1,2,5,5,5,1,5,NA,NA,5,5,NA,5,4,4,NA,4,5,5,5,5,5,NA,1,5,NA,2,2,4,3,1,1,5,2,NA,1,1,1,1,1,3,10,NA,3,6,1,NA,1,1,1,1,2,2,2,2,0.2239522865009344
201501651138,2022-04-12T15:02:53Z,2022-04-12T15:18:43Z,2,1,1,1,1,2,2,4,2,2,3,3,5,2,2,1,1,2,1,1,2,3,2,2,1,1,NA,NA,1,1,1,1,1,1,1,1,2,6,1,50,NA,NA,1,1,1,1,1,2,1,1,1,4,1,1,2,2,1,1,1,1,3,3,2,NA,NA,2,2,3,5,NA,NA,NA,NA,2,3,3,2,5,3,4,1,1,1,1,1,1,3,3,1,1,5,2,NA,4,4,5,4,2,1,4,2,5,3,5,5,4,2,4,5,NA,2,2,3,2,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,3,3,1,1,1,9,1,2,2,2,3,0.7144549092858734
201501651199,2022-04-12T21:46:18Z,2022-04-12T21:59:20Z,2,1,2,1,1,2,1,5,1,3,1,1,1,2,1,1,2,2,1,1,2,3,2,2,1,1,NA,NA,1,2,1,5,2,1,1,3,3,6,1,24,60,NA,2,1,1,2,1,2,2,2,1,3,3,3,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,4,5,1,3,1,1,1,5,3,2,3,1,1,NA,3,1,1,NA,4,3,1,1,5,5,NA,1,6,NA,1,4,9,3,2,2,3,2,NA,1,1,1,1,1,1,1,2,1,4,2,NA,2,4,9,1,4,2,2,3,1.0403132795902725
201501651295,2022-04-12T18:22:02Z,2022-04-14T13:42:58Z,2,1,2,1,1,2,3,3,1,4,1,1,1,1,2,2,2,2,2,2,3,3,2,2,1,1,NA,NA,1,2,1,1,1,1,1,2,1,6,2,NA,NA,NA,2,2,1,1,1,2,2,2,1,4,1,2,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,3,4,3,4,3,3,5,4,3,2,3,4,4,NA,6,1,1,NA,5,2,1,1,2,4,2,1,3,NA,1,2,3,2,2,1,5,2,NA,1,4,4,1,1,1,1,2,1,5,4,2,2,4,9,1,4,2,2,3,0.906560430897839
201501651616,2022-04-12T21:37:45Z,2022-04-12T21:46:45Z,1,1,2,2,4,2,1,3,2,3,1,1,1,1,1,2,2,2,2,1,2,3,4,3,2,NA,1,NA,2,2,1,5,1,1,1,5,5,7,1,21,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,5,5,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,3,5,1,4,1,1,3,5,2,2,1,4,3,NA,3,1,1,NA,1,3,1,3,5,5,NA,1,2,NA,1,3,5,2,2,1,6,2,NA,1,1,1,1,1,1,10,NA,3,6,3,2,2,4,9,1,5,1,2,2,0.6894749816279573
201501651624,2022-04-12T14:49:36Z,2022-04-12T14:52:43Z,2,1,2,1,1,2,2,3,1,3,2,3,3,1,1,2,1,2,1,1,2,2,3,2,1,1,NA,NA,1,2,1,1,3,2,3,3,2,4,1,99,NA,NA,2,2,1,2,1,2,1,1,1,1,2,4,1,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,2,3,4,2,1,2,3,1,3,2,2,1,3,NA,2,2,1,NA,1,2,3,2,5,2,1,2,3,NA,1,1,2,2,1,2,4,1,2,1,1,3,1,1,4,2,2,2,4,1,NA,1,2,3,1,3,1,2,1,2.322377214276125
201501651867,2022-04-15T08:45:44Z,2022-04-15T09:07:01Z,2,2,2,2,4,2,3,5,1,3,1,1,2,2,2,2,2,2,2,2,3,2,4,3,1,2,NA,NA,2,2,2,NA,NA,NA,NA,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,2,2,2,3,2,2,2,3,2,2,3,5,3,NA,6,4,1,NA,5,3,2,3,5,4,2,4,6,NA,1,3,5,4,1,2,4,1,8,4,1,3,1,4,3,12,NA,3,6,3,2,2,3,1,1,3,3,2,2,0.44687759502666713
201501652027,2022-04-12T15:22:52Z,2022-04-12T15:35:48Z,2,1,2,2,4,1,3,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,3,1,2,NA,1,NA,2,2,1,5,1,1,1,5,5,7,1,99,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,4,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,1,4,2,3,1,1,2,1,2,2,3,2,2,NA,1,2,1,NA,1,4,1,3,4,3,1,1,2,4,1,4,9,3,1,1,5,2,NA,4,3,5,1,4,3,7,NA,4,5,3,2,2,3,4,3,3,1,2,2,3.043760746584115
201501652039,2022-04-13T16:57:20Z,2022-04-14T06:34:40Z,2,1,1,1,1,2,1,5,1,3,2,3,2,1,1,2,1,1,1,1,2,1,1,1,1,1,NA,NA,1,1,1,2,2,2,2,1,3,2,2,NA,NA,NA,1,1,1,2,1,1,1,1,1,3,1,1,3,2,1,2,2,1,3,1,1,NA,1,1,2,1,5,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,3,4,2,4,4,3,4,3,4,1,3,5,4,5,5,4,2,4,5,5,3,4,5,4,2,4,5,NA,1,2,3,3,1,3,2,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,99,1,2,1,2,99,1.551674052392923
201501652117,2022-04-12T22:16:58Z,2022-04-12T22:24:20Z,2,1,2,2,4,2,2,3,2,4,2,3,1,1,1,2,2,2,2,1,3,3,4,2,1,2,NA,NA,2,2,1,5,4,1,2,3,2,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,3,3,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,3,4,2,4,1,3,1,4,2,1,3,5,4,NA,5,2,1,NA,4,4,1,2,5,5,NA,1,5,NA,1,3,7,2,1,3,2,2,NA,1,1,1,1,1,3,9,NA,3,6,2,NA,2,4,1,3,5,1,2,1,7.671357957115965
201501652164,2022-04-12T21:42:21Z,2022-04-12T22:22:39Z,1,1,1,1,1,2,3,2,3,1,4,3,5,2,2,2,2,2,2,2,3,3,1,1,1,1,NA,NA,1,1,1,1,2,2,4,1,1,3,2,NA,NA,NA,2,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,5,NA,NA,NA,NA,2,3,3,2,2,3,2,2,1,1,3,4,5,4,5,5,1,5,2,NA,5,5,5,5,1,1,1,1,5,5,5,99,5,NA,1,5,NA,1,4,8,4,2,1,5,2,NA,1,1,1,1,1,1,3,2,4,2,3,1,1,1,6,1,2,2,1,2,0.3653597463454019
